university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,wikidata_entity,wikidata_country,award,city_id,country_id,region_id,research_output_id
Temple University,2019,651-700,,https://www.topuniversities.com/universities/temple-university,United States,Philadelphia,North America,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,Public,Very High,12.0,2.097,XL,2.767,http://www.wikidata.org/entity/Q1420239,http://www.wikidata.org/entity/Q30,2019:651-700,CityPhiladelphiaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Tokyo Metropolitan University,2019,651-700,,https://www.topuniversities.com/universities/tokyo-metropolitan-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-metropolitan-university_592560cf2aeae70239af4ce9_small.jpg,Public,Very High,11.0,562,M,822,http://www.wikidata.org/entity/Q1148334,http://www.wikidata.org/entity/Q17,2019:651-700,CityTokyoJapan,CountryJapan,RegionAsia,VeryHigh
Universidad de Concepción,2019,651-700,,https://www.topuniversities.com/universities/universidad-de-concepcion,Chile,Concepción,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,Private,High,16.0,554,L,1.633,http://www.wikidata.org/entity/Q199948,http://www.wikidata.org/entity/Q298,2019:651-700,CityConcepcionChile,CountryChile,RegionLatinAmerica,High
Universidad Torcuato Di Tella,2019,651-700,,https://www.topuniversities.com/universities/universidad-torcuato-di-tella,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,Private,High,13.0,459,S,187,http://www.wikidata.org/entity/Q1333933,http://www.wikidata.org/entity/Q414,2019:651-700,CityBuenosAiresArgentina,CountryArgentina,RegionLatinAmerica,High
Université de Lille,2019,651-700,,https://www.topuniversities.com/universities/universite-de-lille,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg,Public,Very High,22.0,"7,963",XL,"3,082",http://www.wikidata.org/entity/Q3551621,http://www.wikidata.org/entity/Q142,2019:651-700,CityFrance,CountryFrance,RegionEurope,VeryHigh
Université de Sherbrooke,2019,651-700,,https://www.topuniversities.com/universities/universite-de-sherbrooke,Canada,Sherbrooke,North America,https://www.topuniversities.com/sites/default/files/universit-de-sherbrooke_592560cf2aeae70239af5161_small.jpg,Public,High,12.0,1.115,L,1.168,http://www.wikidata.org/entity/Q2579532,http://www.wikidata.org/entity/Q16,2019:651-700,CitySherbrookeCanada,CountryCanada,RegionNorthAmerica,High
Université Nice Sophia Antipolis,2019,651-700,,https://www.topuniversities.com/universities/universite-nice-sophia-antipolis,France,Nice,Europe,https://www.topuniversities.com/sites/default/files/universit-nice-sophia-antipolis_592560cf2aeae70239af4f9d_small.jpg,Public,High,23.0,"6,010",L,"1,320",http://www.wikidata.org/entity/Q1198571,http://www.wikidata.org/entity/Q142,2019:651-700,CityNiceFrance,CountryFrance,RegionEurope,High
University at Albany SUNY,2019,651-700,,https://www.topuniversities.com/universities/university-albany-suny,United States,Albany,North America,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg,Public,Very High,19.0,1.216,L,821,http://www.wikidata.org/entity/Q1780816,http://www.wikidata.org/entity/Q30,2019:651-700,CityAlbanyUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Baghdad,2019,651-700,,https://www.topuniversities.com/universities/university-baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,Public,High,10.0,96,XL,6.696,http://www.wikidata.org/entity/Q550376,http://www.wikidata.org/entity/Q796,2019:651-700,CityBaghdadIraq,CountryIraq,RegionAsia,High
University of Crete,2019,651-700,,https://www.topuniversities.com/universities/university-crete,Greece,Heraklion,Europe,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,Public,High,32.0,608,L,437,http://www.wikidata.org/entity/Q2302473,http://www.wikidata.org/entity/Q41,2019:651-700,CityHeraklionGreece,CountryGreece,RegionEurope,High
University of Denver,2019,651-700,,https://www.topuniversities.com/universities/university-denver,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,Private,Very High,10.0,599,M,1.000,http://www.wikidata.org/entity/Q519427,http://www.wikidata.org/entity/Q30,2019:651-700,CityDenverUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Haifa,2019,651-700,,https://www.topuniversities.com/universities/university-haifa,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/university-of-haifa_739_small.jpg,Public,Very High,8.0,887,L,1.978,http://www.wikidata.org/entity/Q591115,http://www.wikidata.org/entity/Q801,2019:651-700,CityHaifaIsrael,CountryIsrael,RegionAsia,VeryHigh
University of Houston,2019,651-700,,https://www.topuniversities.com/universities/university-houston,United States,Houston,North America,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,Public,Very High,22.0,3.049,XL,1.702,http://www.wikidata.org/entity/Q1472358,http://www.wikidata.org/entity/Q30,2019:651-700,CityHoustonUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Ljubljana,2019,651-700,,https://www.topuniversities.com/universities/university-ljubljana,Slovenia,Ljubljana,Europe,https://www.topuniversities.com/sites/default/files/university-of-ljubljana_351_small.jpg,Public,Very High,10.0,2.702,XL,3.981,http://www.wikidata.org/entity/Q1377,http://www.wikidata.org/entity/Q215,2019:651-700,CityLjubljanaSlovenia,CountrySlovenia,RegionEurope,VeryHigh
University of Minho,2019,651-700,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9.0,2.538,L,2.182,http://www.wikidata.org/entity/Q29673,http://www.wikidata.org/entity/Q45,2019:651-700,CityBragaPortugal,CountryPortugal,RegionEurope,VeryHigh
University of Seoul ,2019,651-700,,https://www.topuniversities.com/universities/university-seoul,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,Public,Very High,11.0,528,M,787,http://www.wikidata.org/entity/Q488334,http://www.wikidata.org/entity/Q884,2019:651-700,CitySeoulSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
University of Sharjah,2019,651-700,,https://www.topuniversities.com/universities/university-sharjah,United Arab Emirates,Sharjah,Asia,https://www.topuniversities.com/sites/default/files/university-of-sharjah_592560cf2aeae70239af5471_small.jpg,Private,High,18.0,6.988,L,678,http://www.wikidata.org/entity/Q7896294,http://www.wikidata.org/entity/Q878,2019:651-700,CitySharjahUnitedArabEmirates,CountryUnitedArabEmirates,RegionAsia,High
University of Windsor,2019,651-700,,https://www.topuniversities.com/universities/university-windsor,Canada,Windsor,North America,https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg,Public,High,41.0,2.414,L,323,http://www.wikidata.org/entity/Q2065769,http://www.wikidata.org/entity/Q16,2019:651-700,CityWindsorCanada,CountryCanada,RegionNorthAmerica,High
University of Wyoming,2019,651-700,,https://www.topuniversities.com/universities/university-wyoming,United States,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,Public,Very High,12.0,564,M,904,http://www.wikidata.org/entity/Q1326975,http://www.wikidata.org/entity/Q30,2019:651-700,CityLaramieUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Victoria University ,2019,651-700,,https://www.topuniversities.com/universities/victoria-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/victoria-university-_592560cf2aeae70239af4dd6_small.jpg,Public,High,33.0,5.336,L,507,http://www.wikidata.org/entity/Q180514,http://www.wikidata.org/entity/Q408,2019:651-700,CityMelbourneAustralia,CountryAustralia,RegionOceania,High
Abu Dhabi University,2019,701-750,,https://www.topuniversities.com/universities/abu-dhabi-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/abu-dhabi-university_592560cf2aeae70239af4f33_small.jpg,Private,Very High,17.0,2.426,S,239,http://www.wikidata.org/entity/Q4670157,http://www.wikidata.org/entity/Q878,2019:701-750,CityAbuDhabiUnitedArabEmirates,CountryUnitedArabEmirates,RegionAsia,VeryHigh
Université de Lorraine,2019,701-750,,https://www.topuniversities.com/universities/universite-de-lorraine,France,Nancy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,Public,Very High,18.0,"10,045",XL,"3,414",http://www.wikidata.org/entity/Q4173330,http://www.wikidata.org/entity/Q142,2019:701-750,CityNancyFrance,CountryFrance,RegionEurope,VeryHigh
Ain Shams University ,2019,701-750,,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,Public,High,14.0,9.128,XL,10.912,http://www.wikidata.org/entity/Q2723670,http://www.wikidata.org/entity/Q79,2019:701-750,CityCairoEgypt,CountryEgypt,RegionAfrica,High
University of Klagenfurt,2019,701-750,,https://www.topuniversities.com/universities/university-klagenfurt,Austria,Klagenfurt,Europe,https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg,Public,Very High,8.0,950,S,427,http://www.wikidata.org/entity/Q690639,http://www.wikidata.org/entity/Q40,2019:701-750,CityKlagenfurtAustria,CountryAustria,RegionEurope,VeryHigh
Bogor Agricultural University,2019,701-750,,https://www.topuniversities.com/universities/bogor-agricultural-university,Indonesia,Bogor,Asia,https://www.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg,Public,Very High,7.0,745,L,3.353,http://www.wikidata.org/entity/Q2306715,http://www.wikidata.org/entity/Q252,2019:701-750,CityBogorIndonesia,CountryIndonesia,RegionAsia,VeryHigh
Bournemouth University,2019,701-750,,https://www.topuniversities.com/universities/bournemouth-university,United Kingdom,Poole,Europe,https://www.topuniversities.com/sites/default/files/bournemouth-university_592560cf2aeae70239af4ac4_small.jpg,Public,High,20.0,3.075,L,773,http://www.wikidata.org/entity/Q3182943,http://www.wikidata.org/entity/Q145,2019:701-750,CityPooleUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
Chungnam National University,2019,701-750,,https://www.topuniversities.com/universities/chungnam-national-university,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,Public,Very High,10.0,1.837,L,1.977,http://www.wikidata.org/entity/Q489488,http://www.wikidata.org/entity/Q884,2019:701-750,CityDaejeonSouthKorea,CountrySouthKorea,RegionAsia,VeryHigh
Clemson University,2019,701-750,,https://www.topuniversities.com/universities/clemson-university,United States,Clemson,North America,https://www.topuniversities.com/sites/default/files/clemson-university_806_small.jpg,Public,Very High,15.0,1.418,L,1.558,http://www.wikidata.org/entity/Q631066,http://www.wikidata.org/entity/Q30,2019:701-750,CityClemsonUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Dankook University ,2019,701-750,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8.0,1.122,L,2.936,http://www.wikidata.org/entity/Q491127,http://www.wikidata.org/entity/Q884,2019:701-750,CitySeoulSouthKorea,CountrySouthKorea,RegionAsia,High
Eötvös Loránd University,2019,701-750,,https://www.topuniversities.com/universities/eotvos-lorand-university,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/etvs-lornd-university_366_small.jpg,Public,Very High,12.0,3.517,L,2.302,http://www.wikidata.org/entity/Q390287,http://www.wikidata.org/entity/Q28,2019:701-750,CityBudapestHungary,CountryHungary,RegionEurope,VeryHigh
Georgia State University,2019,701-750,,https://www.topuniversities.com/universities/georgia-state-university,United States,Atlanta,North America,https://www.topuniversities.com/sites/default/files/georgia-state-university_592560cf2aeae70239af4b65_small.jpg,Public,Very High,24.0,1.756,XL,1.281,http://www.wikidata.org/entity/Q1509333,http://www.wikidata.org/entity/Q30,2019:701-750,CityAtlantaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Gunma University,2019,701-750,,https://www.topuniversities.com/universities/gunma-university,Japan,Maebashi,Asia,https://www.topuniversities.com/sites/default/files/gunma-university_592560cf2aeae70239af4b77_small.jpg,Public,Very High,6.0,247,M,1.067,http://www.wikidata.org/entity/Q178017,http://www.wikidata.org/entity/Q17,2019:701-750,CityMaebashiJapan,CountryJapan,RegionAsia,VeryHigh
Hunan University ,2019,701-750,,https://www.topuniversities.com/universities/hunan-university,China (Mainland),Changsha,Asia,https://www.topuniversities.com/sites/default/files/hunan-university-_592560cf2aeae70239af4df1_small.jpg,Public,Very High,14.0,1.191,XL,2.702,http://www.wikidata.org/entity/Q649868,http://www.wikidata.org/entity/Q148,2019:701-750,CityChangshaChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
Lahore University of Management Sciences (LUMS),2019,701-750,,https://www.topuniversities.com/universities/lahore-university-management-sciences-lums,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/lahore-university-of-management-sciences-lums_592560cf2aeae70239af531b_small.jpg,Private,Very High,10.0,57,S,458,http://www.wikidata.org/entity/Q13139758,http://www.wikidata.org/entity/Q843,2019:701-750,CityLahorePakistan,CountryPakistan,RegionAsia,VeryHigh
Maynooth University,2019,701-750,,https://www.topuniversities.com/universities/maynooth-university,Ireland,Maynooth,Europe,https://www.topuniversities.com/sites/default/files/maynooth-university_766_small.jpg,Public,Very High,16.0,1.335,M,686,http://www.wikidata.org/entity/Q2601879,http://www.wikidata.org/entity/Q27,2019:701-750,CityMaynoothIreland,CountryIreland,RegionEurope,VeryHigh
Missouri University of Science and Technology,2019,701-750,,https://www.topuniversities.com/universities/missouri-university-science-technology,United States,Rolla,North America,https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg,Public,Very High,18.0,557,M,369,http://www.wikidata.org/entity/Q4380853,http://www.wikidata.org/entity/Q30,2019:701-750,CityRollaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
"National Technical University  ""Kharkiv Polytechnic Institute""",2019,701-750,,https://www.topuniversities.com/universities/national-technical-university-kharkiv-polytechnic-institute,Ukraine,Kharkiv,Europe,https://www.topuniversities.com/sites/default/files/national-technical-university-kharkiv-polytechnic-institute_592560cf2aeae70239af56a1_small.jpg,Public,Very high,8.0,"1,257",M,"1,429",http://www.wikidata.org/entity/Q1164068,http://www.wikidata.org/entity/Q212,2019:701-750,CityKharkivUkraine,CountryUkraine,RegionEurope,Veryhigh
Northumbria University at Newcastle,2019,701-750,,https://www.topuniversities.com/universities/northumbria-university-newcastle,United Kingdom,Newcastle upon Tyne,Europe,https://www.topuniversities.com/sites/default/files/northumbria-university-at-newcastle_592560cf2aeae70239af4c4b_small.jpg,Public,Very High,15.0,5.422,L,1.545,http://www.wikidata.org/entity/Q2503794,http://www.wikidata.org/entity/Q145,2019:701-750,CityNewcastleuponTyneUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
Samara National Research University (Samara University),2019,701-750,,https://www.topuniversities.com/universities/samara-national-research-university-samara-university,Russia,Samara,Europe,https://www.topuniversities.com/sites/default/files/samara-national-research-university-samara-university_21813_small.jpg,Public,Very High,7.0,1.068,M,1.286,http://www.wikidata.org/entity/Q21574120,http://www.wikidata.org/entity/Q159,2019:701-750,CitySamaraRussia,CountryRussia,RegionEurope,VeryHigh
Shanghai International Studies University,2019,701-750,,https://www.topuniversities.com/universities/shanghai-international-studies-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/shanghai-international-studies-university_592560cf2aeae70239af526d_small.jpg,Public,Very High,13.0,499,L,985,http://www.wikidata.org/entity/Q1455176,http://www.wikidata.org/entity/Q148,2019:701-750,CityShanghaiChina(Mainland),CountryChina(Mainland),RegionAsia,VeryHigh
TU Dortmund University,2019,701-750,,https://www.topuniversities.com/universities/tu-dortmund-university,Germany,Dortmund,Europe,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,Public,Very High,11.0,2.405,L,2.137,http://www.wikidata.org/entity/Q685557,http://www.wikidata.org/entity/Q183,2019:701-750,CityDortmundGermany,CountryGermany,RegionEurope,VeryHigh
Texas Tech University,2019,701-750,,https://www.topuniversities.com/universities/texas-tech-university,United States,Lubbock,North America,https://www.topuniversities.com/sites/default/files/texas-tech-university_592560cf2aeae70239af51b2_small.jpg,Public,High,19.0,2.196,XL,1.772,http://www.wikidata.org/entity/Q1423756,http://www.wikidata.org/entity/Q30,2019:701-750,CityLubbockUnitedStates,CountryUnitedStates,RegionNorthAmerica,High
Universidad Adolfo Ibáñez,2019,701-750,,https://www.topuniversities.com/universities/universidad-adolfo-ibanez,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,Private,Very High,21.0,479,M,510,http://www.wikidata.org/entity/Q611995,http://www.wikidata.org/entity/Q298,2019:701-750,CitySantiagoChile,CountryChile,RegionLatinAmerica,VeryHigh
Universidad de Antioquia,2019,701-750,,https://www.topuniversities.com/universities/universidad-de-antioquia,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,Public,High,22.0,212,XL,1.747,http://www.wikidata.org/entity/Q1258413,http://www.wikidata.org/entity/Q739,2019:701-750,CityMedellinColombia,CountryColombia,RegionLatinAmerica,High
Universidad San Francisco de Quito (USFQ),2019,701-750,,https://www.topuniversities.com/universities/universidad-san-francisco-de-quito-usfq,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,Private,Medium,11.0,159,M,815,http://www.wikidata.org/entity/Q2495713,http://www.wikidata.org/entity/Q736,2019:701-750,CityQuitoEcuador,CountryEcuador,RegionLatinAmerica,Medium
Universidad Iberoamericana IBERO,2019,701-750,,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,Private,Medium,12.0,379,L,1.190,http://www.wikidata.org/entity/Q689462,http://www.wikidata.org/entity/Q96,2019:701-750,CityMexicoCityMexico,CountryMexico,RegionLatinAmerica,Medium
Universidade Federal de São Carlos (UFSCar),2019,701-750,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13.0,276,L,1.265,http://www.wikidata.org/entity/Q5440482,http://www.wikidata.org/entity/Q155,2019:701-750,CitySaoPauloBrazil,CountryBrazil,RegionLatinAmerica,High
Universita' degli Studi di Ferrara,2019,701-750,,https://www.topuniversities.com/universities/universita-degli-studi-di-ferrara,Italy,Ferrara,Europe,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg,Public,High,27.0,941,L,724,http://www.wikidata.org/entity/Q955609,http://www.wikidata.org/entity/Q38,2019:701-750,CityFerraraItaly,CountryItaly,RegionEurope,High
University of Genoa,2019,701-750,,https://www.topuniversities.com/universities/university-genoa,Italy,Genoa,Europe,https://www.topuniversities.com/sites/default/files/university-of-genoa_592560cf2aeae70239af4b62_small.jpg,Public,Very High,17.0,2.295,L,1.336,http://www.wikidata.org/entity/Q593321,http://www.wikidata.org/entity/Q38,2019:701-750,CityGenoaItaly,CountryItaly,RegionEurope,VeryHigh
University of Siena,2019,701-750,,https://www.topuniversities.com/universities/university-siena,Italy,Siena,Europe,https://www.topuniversities.com/sites/default/files/university-of-siena_561_small.jpg,Public,High,16.0,1.500,L,741,http://www.wikidata.org/entity/Q1245999,http://www.wikidata.org/entity/Q38,2019:701-750,CitySienaItaly,CountryItaly,RegionEurope,High
University of Trieste,2019,701-750,,https://www.topuniversities.com/universities/university-trieste,Italy,Trieste,Europe,https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg,Public,High,22.0,1.287,L,736,http://www.wikidata.org/entity/Q1751060,http://www.wikidata.org/entity/Q38,2019:701-750,CityTriesteItaly,CountryItaly,RegionEurope,High
Bielefeld University,2019,701-750,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,Public,Very High,17.0,1.817,L,1.501,http://www.wikidata.org/entity/Q24382,http://www.wikidata.org/entity/Q183,2019:701-750,CityBielefeldGermany,CountryGermany,RegionEurope,VeryHigh
University Duesseldorf,2019,701-750,,https://www.topuniversities.com/universities/university-duesseldorf,Germany,Düsseldorf,Europe,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,Public,High,9.0,3.888,XL,3.854,http://www.wikidata.org/entity/Q317032,http://www.wikidata.org/entity/Q183,2019:701-750,CityDusseldorfGermany,CountryGermany,RegionEurope,High
Universität Rostock,2019,701-750,,https://www.topuniversities.com/universities/universitat-rostock,Germany,Rostock,Europe,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg,Public,High,6.0,1.464,L,2.484,http://www.wikidata.org/entity/Q159895,http://www.wikidata.org/entity/Q183,2019:701-750,CityRostockGermany,CountryGermany,RegionEurope,High
Université de Rennes 1,2019,701-750,,https://www.topuniversities.com/universities/universite-de-rennes-1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,Public,Very High,15.0,"2,480",L,"1,765",http://www.wikidata.org/entity/Q726595,http://www.wikidata.org/entity/Q142,2019:701-750,CityRennesFrance,CountryFrance,RegionEurope,VeryHigh
Universiti Tenaga Nasional (UNITEN),2019,701-750,,https://www.topuniversities.com/universities/universiti-tenaga-nasional-uniten,Malaysia,Kajang,Asia,https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg,Private,Very High,10.0,652,S,469,http://www.wikidata.org/entity/Q94810,http://www.wikidata.org/entity/Q833,2019:701-750,CityKajangMalaysia,CountryMalaysia,RegionAsia,VeryHigh
The University of Alabama,2019,701-750,,https://www.topuniversities.com/universities/university-alabama,United States,Tuscaloosa,North America,https://www.topuniversities.com/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,Public,Very High,20.0,1.283,XL,1.694,http://www.wikidata.org/entity/Q492318,http://www.wikidata.org/entity/Q30,2019:701-750,CityTuscaloosaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
University of Brescia,2019,701-750,,https://www.topuniversities.com/universities/university-brescia,Italy,Brescia,Europe,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg,Public,Very High,20.0,1.003,M,523,http://www.wikidata.org/entity/Q1781263,http://www.wikidata.org/entity/Q38,2019:701-750,CityBresciaItaly,CountryItaly,RegionEurope,VeryHigh
University of East London,2019,701-750,,https://www.topuniversities.com/universities/university-east-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,Public,High,22.0,5.472,L,582,http://www.wikidata.org/entity/Q1345942,http://www.wikidata.org/entity/Q145,2019:701-750,CityLondonUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
University of Greenwich,2019,701-750,,https://www.topuniversities.com/universities/university-greenwich,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,Public,High,19.0,7.040,L,879,http://www.wikidata.org/entity/Q1896148,http://www.wikidata.org/entity/Q145,2019:701-750,CityUnitedKingdom,CountryUnitedKingdom,RegionEurope,High
University of Huddersfield,2019,701-750,,https://www.topuniversities.com/universities/university-huddersfield,United Kingdom,Huddersfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,Public,Very High,18.0,3.827,L,816,http://www.wikidata.org/entity/Q3056815,http://www.wikidata.org/entity/Q145,2019:701-750,CityHuddersfieldUnitedKingdom,CountryUnitedKingdom,RegionEurope,VeryHigh
University of Kufa,2019,701-750,,https://www.topuniversities.com/universities/university-kufa,Iraq,Kufa,Asia,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg,Public,Medium,11.0,43,L,"2,356",http://www.wikidata.org/entity/Q4120419,http://www.wikidata.org/entity/Q796,2019:701-750,CityKufaIraq,CountryIraq,RegionAsia,Medium
University of Patras,2019,701-750,,https://www.topuniversities.com/universities/university-patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,Public,High,30.0,"1,126",L,865,http://www.wikidata.org/entity/Q1462246,http://www.wikidata.org/entity/Q41,2019:701-750,CityPatrasGreece,CountryGreece,RegionEurope,High
University of Pecs,2019,701-750,,https://www.topuniversities.com/universities/university-pecs,Hungary,Pécs,Europe,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,Public,High,10.0,4.153,L,1.620,http://www.wikidata.org/entity/Q1187444,http://www.wikidata.org/entity/Q28,2019:701-750,CityPecsHungary,CountryHungary,RegionEurope,High
University of Tehran,2019,701-750,,https://www.topuniversities.com/universities/university-tehran,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,Public,Very High,21.0,787,XL,2.118,http://www.wikidata.org/entity/Q737835,http://www.wikidata.org/entity/Q794,2019:701-750,"CityTehranIran,IslamicRepublicof","CountryIran,IslamicRepublicof",RegionAsia,VeryHigh
University of Tulsa,2019,701-750,,https://www.topuniversities.com/universities/university-tulsa,United States,Tulsa,North America,https://www.topuniversities.com/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,Private,Very High,11.0,550,S,376,http://www.wikidata.org/entity/Q1848657,http://www.wikidata.org/entity/Q30,2019:701-750,CityTulsaUnitedStates,CountryUnitedStates,RegionNorthAmerica,VeryHigh
Viet Nam National University Ho Chi Minh City (VNU-HCM),2019,701-750,,https://www.topuniversities.com/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg,Public,High,17.0,523,XL,"4,552",http://www.wikidata.org/entity/Q943759,http://www.wikidata.org/entity/Q881,2019:701-750,CityHoChiMinhCityVietnam,CountryVietnam,RegionAsia,High
Yamaguchi University ,2019,701-750,,https://www.topuniversities.com/universities/yamaguchi-university,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,Public,High,9.0,350,M,"1,113",http://www.wikidata.org/entity/Q1073666,http://www.wikidata.org/entity/Q17,2019:701-750,CityYamaguchiCityJapan,CountryJapan,RegionAsia,High
Yokohama National University,2019,701-750,,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,Public,Very High,13.0,839,M,760,http://www.wikidata.org/entity/Q1192619,http://www.wikidata.org/entity/Q17,2019:701-750,CityYokohamaCityJapan,CountryJapan,RegionAsia,VeryHigh
